,Protein,Number_of_detected_peptides
4353,F110C_HUMAN,1
4354,F111A_HUMAN,1
4355,F1142_HUMAN,1
4356,F118B_HUMAN,1
4357,F133B_HUMAN,1
4358,F135A_HUMAN,1
4359,F157B_HUMAN,1
4360,F162B_HUMAN,1
4361,F167B_HUMAN,1
4362,F1712_HUMAN,1
4363,F171B_HUMAN,1
4364,F175A_HUMAN,1
4365,F179B_HUMAN,1
4366,F186A_HUMAN,1
4367,F186B_HUMAN,1
4368,F188B_HUMAN,1
4369,F1892_HUMAN,1
4370,F189B_HUMAN,1
4371,F196B_HUMAN,1
4372,F200B_HUMAN,1
4373,F208A_HUMAN,1
4374,F231L_HUMAN,1
4375,FA21D_HUMAN,1
4376,FA46C_HUMAN,1
4377,FA5_HUMAN,1
4378,FA63A_HUMAN,1
4379,FA63B_HUMAN,1
4380,FA73B_HUMAN,1
4381,FA81A_HUMAN,1
4382,FA98B_HUMAN,1
4383,FABP5_HUMAN,1
4384,FADD_HUMAN,1
4385,FAM3D_HUMAN,1
4386,FANCE_HUMAN,1
4387,FANCM_HUMAN,1
4388,FAT2_HUMAN,1
4389,FAT3_HUMAN,1
4390,FAT4_HUMAN,1
4391,FBH1_HUMAN,1
4392,FBX11_HUMAN,1
4393,FBX34_HUMAN,1
4394,FBX38_HUMAN,1
4395,FBX7_HUMAN,1
4396,FER_HUMAN,1
4397,FETA_HUMAN,1
4398,FEZ2_HUMAN,1
4399,FGFR1_HUMAN,1
4400,FHL2_HUMAN,1
4401,FIBB_HUMAN,1
4402,FIBG_HUMAN,1
4403,FICD_HUMAN,1
4404,FIGL1_HUMAN,1
4405,FIGL2_HUMAN,1
4406,FINC_HUMAN,1
4407,FIS1_HUMAN,1
4408,FKBP5_HUMAN,1
4409,FKBP8_HUMAN,1
4410,FLOT1_HUMAN,1
4411,FLOT2_HUMAN,1
4412,FMNL2_HUMAN,1
4413,FN3K_HUMAN,1
4414,FND3B_HUMAN,1
4415,FNTA_HUMAN,1
4416,FOCAD_HUMAN,1
4417,FOXI3_HUMAN,1
4418,FOXO4_HUMAN,1
4419,FPGT_HUMAN,1
4420,FPPS_HUMAN,1
4421,FR1L5_HUMAN,1
4422,FRG1B_HUMAN,1
4423,FRMD5_HUMAN,1
4424,FRMD7_HUMAN,1
4425,FRMD8_HUMAN,1
4426,FRPD1_HUMAN,1
4427,FRPD4_HUMAN,1
4428,FSCB_HUMAN,1
4429,FSD1_HUMAN,1
4430,FWCH1_HUMAN,1
4431,FXDC2_HUMAN,1
4432,FXL15_HUMAN,1
4433,FXL20_HUMAN,1
4434,GA2L3_HUMAN,1
4435,GABT_HUMAN,1
4436,GAG2E_HUMAN,1
4437,GAGE4_HUMAN,1
4438,GAGE7_HUMAN,1
4439,GAPR1_HUMAN,1
4440,GAR1_HUMAN,1
4441,GAREM_HUMAN,1
4442,GATA2_HUMAN,1
4443,GATL3_HUMAN,1
4444,GBA3_HUMAN,1
4445,GBB3_HUMAN,1
4446,GBB4_HUMAN,1
4447,GBG12_HUMAN,1
4448,GBG5_HUMAN,1
4449,GBRL2_HUMAN,1
4450,GCC2_HUMAN,1
4451,GCM2_HUMAN,1
4452,GCP3_HUMAN,1
4453,GCP60_HUMAN,1
4454,GCSAM_HUMAN,1
4455,GDIA_HUMAN,1
4456,GDS1_HUMAN,1
4457,GEMI2_HUMAN,1
4458,GEMI4_HUMAN,1
4459,GEMI8_HUMAN,1
4460,GG12I_HUMAN,1
4461,GGA1_HUMAN,1
4462,GGCT_HUMAN,1
4463,GGNB2_HUMAN,1
4464,GGT1_HUMAN,1
4465,GGT2_HUMAN,1
4466,GI24_HUMAN,1
4467,GLE1_HUMAN,1
4468,GLGB_HUMAN,1
4469,GLI1_HUMAN,1
4470,GLI4_HUMAN,1
4471,GLIS3_HUMAN,1
4472,GLMN_HUMAN,1
4473,GLNA_HUMAN,1
4474,GLPC_HUMAN,1
4475,GLRX3_HUMAN,1
4476,GLRX5_HUMAN,1
4477,GLSK_HUMAN,1
4478,GLT15_HUMAN,1
4479,GLTL3_HUMAN,1
4480,GMCL1_HUMAN,1
4481,GNA12_HUMAN,1
4482,GNAI3_HUMAN,1
4483,GNAT3_HUMAN,1
4484,GNL3L_HUMAN,1
4485,GO45_HUMAN,1
4486,GOG8B_HUMAN,1
4487,GOGA3_HUMAN,1
4488,GOGA5_HUMAN,1
4489,GOPC_HUMAN,1
4490,GP128_HUMAN,1
4491,GP161_HUMAN,1
4492,GP176_HUMAN,1
4493,GPAT3_HUMAN,1
4494,GPC5B_HUMAN,1
4495,GPC5C_HUMAN,1
4496,GPCP1_HUMAN,1
4497,GPI8_HUMAN,1
4498,GPN3_HUMAN,1
4499,GPR56_HUMAN,1
4500,GPT11_HUMAN,1
4501,GRB14_HUMAN,1
4502,GREM1_HUMAN,1
4503,GRHL1_HUMAN,1
4504,GRHL2_HUMAN,1
4505,GRIK3_HUMAN,1
4506,GRIK4_HUMAN,1
4507,GRIN3_HUMAN,1
4508,GRK6_HUMAN,1
4509,GRM1B_HUMAN,1
4510,GRSF1_HUMAN,1
4511,GSC1L_HUMAN,1
4512,GSH1_HUMAN,1
4513,GTPB6_HUMAN,1
4514,GTR14_HUMAN,1
4515,GTR1_HUMAN,1
4516,GTR6_HUMAN,1
4517,H12_HUMAN,1
4518,H1FOO_HUMAN,1
4519,H2A1A_HUMAN,1
4520,H2A1B_HUMAN,1
4521,H2A1C_HUMAN,1
4522,H2A2B_HUMAN,1
4523,H2AV_HUMAN,1
4524,H2AX_HUMAN,1
4525,H2B1B_HUMAN,1
4526,H2B1L_HUMAN,1
4527,H2B1M_HUMAN,1
4528,H2B1N_HUMAN,1
4529,H2BFS_HUMAN,1
4530,HBAZ_HUMAN,1
4531,HBD_HUMAN,1
4532,HCDH_HUMAN,1
4533,HCK_HUMAN,1
4534,HDA10_HUMAN,1
4535,HELQ_HUMAN,1
4536,HELZ2_HUMAN,1
4537,HES1_HUMAN,1
4538,HEXA_HUMAN,1
4539,HEY2_HUMAN,1
4540,HFE_HUMAN,1
4541,HIDE1_HUMAN,1
4542,HIF1A_HUMAN,1
4543,HIPK2_HUMAN,1
4544,HIPK4_HUMAN,1
4545,HMBX1_HUMAN,1
4546,HMCN1_HUMAN,1
4547,HMGN4_HUMAN,1
4548,HMMR_HUMAN,1
4549,HOME3_HUMAN,1
4550,HOOK3_HUMAN,1
4551,HPBP1_HUMAN,1
4552,HPLN4_HUMAN,1
4553,HPRT_HUMAN,1
4554,HPS3_HUMAN,1
4555,HPS4_HUMAN,1
4556,HRES1_HUMAN,1
4557,HS3S2_HUMAN,1
4558,HS905_HUMAN,1
4559,HSF4_HUMAN,1
4560,HSPB9_HUMAN,1
4561,HTR5B_HUMAN,1
4562,HTRA1_HUMAN,1
4563,HUTH_HUMAN,1
4564,HXA9_HUMAN,1
4565,HXC13_HUMAN,1
4566,HXC9_HUMAN,1
4567,HXD11_HUMAN,1
4568,HXD9_HUMAN,1
4569,HYAS1_HUMAN,1
4570,HYLS1_HUMAN,1
4571,HYPK_HUMAN,1
4572,IAH1_HUMAN,1
4573,IBP2_HUMAN,1
4574,ICAM5_HUMAN,1
4575,ID2B_HUMAN,1
4576,ID4_HUMAN,1
4577,IDAS1_HUMAN,1
4578,IDE_HUMAN,1
4579,IDI2_HUMAN,1
4580,IDS_HUMAN,1
4581,IF2GL_HUMAN,1
4582,IF2M_HUMAN,1
4583,IF4E_HUMAN,1
4584,IFIH1_HUMAN,1
4585,IFIT3_HUMAN,1
4586,IFT80_HUMAN,1
4587,IFT88_HUMAN,1
4588,IGDC4_HUMAN,1
4589,IGHG3_HUMAN,1
4590,IGS10_HUMAN,1
4591,IGSF1_HUMAN,1
4592,IKKA_HUMAN,1
4593,IKKE_HUMAN,1
4594,IKZF3_HUMAN,1
4595,IL17C_HUMAN,1
4596,IL27A_HUMAN,1
4597,IL6RA_HUMAN,1
4598,ILDR2_HUMAN,1
4599,IMA5_HUMAN,1
4600,IMMT_HUMAN,1
4601,IMUP_HUMAN,1
4602,INADL_HUMAN,1
4603,ING5_HUMAN,1
4604,INP4A_HUMAN,1
4605,INP4B_HUMAN,1
4606,INSM1_HUMAN,1
4607,INSR_HUMAN,1
4608,IP3KC_HUMAN,1
4609,IP6K1_HUMAN,1
4610,IPO4_HUMAN,1
4611,IPO7_HUMAN,1
4612,IPO8_HUMAN,1
4613,IPP2M_HUMAN,1
4614,IRAK3_HUMAN,1
4615,IRPL1_HUMAN,1
4616,IRX3_HUMAN,1
4617,IRX5_HUMAN,1
4618,IRX6_HUMAN,1
4619,ISL2_HUMAN,1
4620,ITA5_HUMAN,1
4621,ITA9_HUMAN,1
4622,ITAL_HUMAN,1
4623,ITBP1_HUMAN,1
4624,ITFG2_HUMAN,1
4625,ITFG3_HUMAN,1
4626,ITIH5_HUMAN,1
4627,ITIH6_HUMAN,1
4628,ITPK1_HUMAN,1
4629,IZUM2_HUMAN,1
4630,JADE2_HUMAN,1
4631,JAG1_HUMAN,1
4632,JAG2_HUMAN,1
4633,JAK2_HUMAN,1
4634,JAK3_HUMAN,1
4635,JAZF1_HUMAN,1
4636,K0100_HUMAN,1
4637,K0355_HUMAN,1
4638,K1045_HUMAN,1
4639,K1107_HUMAN,1
4640,K1328_HUMAN,1
4641,K1467_HUMAN,1
4642,K1614_HUMAN,1
4643,K1731_HUMAN,1
4644,K1C23_HUMAN,1
4645,K1C24_HUMAN,1
4646,K1C39_HUMAN,1
4647,K22O_HUMAN,1
4648,K2C4_HUMAN,1
4649,K2C5_HUMAN,1
4650,K2C6A_HUMAN,1
4651,K2C6B_HUMAN,1
4652,K2C71_HUMAN,1
4653,K2C72_HUMAN,1
4654,K2C75_HUMAN,1
4655,K319L_HUMAN,1
4656,KAISO_HUMAN,1
4657,KANL2_HUMAN,1
4658,KATL2_HUMAN,1
4659,KBTB7_HUMAN,1
4660,KC1G2_HUMAN,1
4661,KC1G3_HUMAN,1
4662,KCC1D_HUMAN,1
4663,KCC2B_HUMAN,1
4664,KCC2D_HUMAN,1
4665,KCC4_HUMAN,1
4666,KCD16_HUMAN,1
4667,KCNB1_HUMAN,1
4668,KCNH5_HUMAN,1
4669,KCNKC_HUMAN,1
4670,KCNN3_HUMAN,1
4671,KCNQ4_HUMAN,1
4672,KCNT1_HUMAN,1
4673,KCRM_HUMAN,1
4674,KCTD1_HUMAN,1
4675,KCTD3_HUMAN,1
4676,KCY_HUMAN,1
4677,KDF1_HUMAN,1
4678,KDM4A_HUMAN,1
4679,KDM4B_HUMAN,1
4680,KDM6A_HUMAN,1
4681,KI26B_HUMAN,1
4682,KIF24_HUMAN,1
4683,KIF2A_HUMAN,1
4684,KIF3C_HUMAN,1
4685,KIF5A_HUMAN,1
4686,KIF7_HUMAN,1
4687,KLD8A_HUMAN,1
4688,KLF12_HUMAN,1
4689,KLF8_HUMAN,1
4690,KLHL3_HUMAN,1
4691,KLK11_HUMAN,1
4692,KLOTB_HUMAN,1
4693,KMT2E_HUMAN,1
4694,KNG1_HUMAN,1
4695,KPB1_HUMAN,1
4696,KPCA_HUMAN,1
4697,KPYR_HUMAN,1
4698,KRT35_HUMAN,1
4699,KRT37_HUMAN,1
4700,KRT38_HUMAN,1
4701,KS6A5_HUMAN,1
4702,KS6A6_HUMAN,1
4703,KS6B2_HUMAN,1
4704,KTNA1_HUMAN,1
4705,L12R1_HUMAN,1
4706,L2GL1_HUMAN,1
4707,L2HDH_HUMAN,1
4708,L37A1_HUMAN,1
4709,L37A3_HUMAN,1
4710,LAMA3_HUMAN,1
4711,LAMB3_HUMAN,1
4712,LAMP1_HUMAN,1
4713,LARGE_HUMAN,1
4714,LAT1_HUMAN,1
4715,LAT_HUMAN,1
4716,LBP_HUMAN,1
4717,LCA5L_HUMAN,1
4718,LCA5_HUMAN,1
4719,LDHD_HUMAN,1
4720,LEG9_HUMAN,1
4721,LENG1_HUMAN,1
4722,LFA3_HUMAN,1
4723,LFTY1_HUMAN,1
4724,LGI3_HUMAN,1
4725,LGR4_HUMAN,1
4726,LIMD2_HUMAN,1
4727,LIN52_HUMAN,1
4728,LIN7A_HUMAN,1
4729,LIN7B_HUMAN,1
4730,LIN9_HUMAN,1
4731,LIPC_HUMAN,1
4732,LIRB2_HUMAN,1
4733,LMBL1_HUMAN,1
4734,LMOD2_HUMAN,1
4735,LONF3_HUMAN,1
4736,LOXL1_HUMAN,1
4737,LPAR3_HUMAN,1
4738,LPHN2_HUMAN,1
4739,LPIN1_HUMAN,1
4740,LPXN_HUMAN,1
4741,LR16B_HUMAN,1
4742,LRC17_HUMAN,1
4743,LRC30_HUMAN,1
4744,LRC36_HUMAN,1
4745,LRC58_HUMAN,1
4746,LRCH2_HUMAN,1
4747,LRFN4_HUMAN,1
4748,LRP5_HUMAN,1
4749,LRRC1_HUMAN,1
4750,LRRN3_HUMAN,1
4751,LRRN4_HUMAN,1
4752,LSG1_HUMAN,1
4753,LSM3_HUMAN,1
4754,LST1_HUMAN,1
4755,LTBP2_HUMAN,1
4756,LTBP4_HUMAN,1
4757,LTN1_HUMAN,1
4758,LTOR2_HUMAN,1
4759,LTOR3_HUMAN,1
4760,LTV1_HUMAN,1
4761,LUZP2_HUMAN,1
4762,LV109_HUMAN,1
4763,LXN_HUMAN,1
4764,LYAR_HUMAN,1
4765,LYPD5_HUMAN,1
4766,LYSM1_HUMAN,1
4767,LYSM3_HUMAN,1
4768,M21D2_HUMAN,1
4769,M3K15_HUMAN,1
4770,M3K4_HUMAN,1
4771,M3K8_HUMAN,1
4772,M3K9_HUMAN,1
4773,M4A14_HUMAN,1
4774,M4K2_HUMAN,1
4775,MA2C1_HUMAN,1
4776,MABP1_HUMAN,1
4777,MAFK_HUMAN,1
4778,MAGD1_HUMAN,1
4779,MAGD4_HUMAN,1
4780,MAGF1_HUMAN,1
4781,MAP11_HUMAN,1
4782,MAP9_HUMAN,1
4783,MAPK5_HUMAN,1
4784,MAST1_HUMAN,1
4785,MAST4_HUMAN,1
4786,MAT1_HUMAN,1
4787,MAT2B_HUMAN,1
4788,MBIP1_HUMAN,1
4789,MBNL1_HUMAN,1
4790,MBOA7_HUMAN,1
4791,MBTP1_HUMAN,1
4792,MCAT_HUMAN,1
4793,MCF2L_HUMAN,1
4794,MCF2_HUMAN,1
4795,MCFD2_HUMAN,1
4796,MCHR2_HUMAN,1
4797,MCM8_HUMAN,1
4798,MD2BP_HUMAN,1
4799,MDFIC_HUMAN,1
4800,MDGA1_HUMAN,1
4801,MDGA2_HUMAN,1
4802,MED22_HUMAN,1
4803,MEF2B_HUMAN,1
4804,MEI1_HUMAN,1
4805,MEIS2_HUMAN,1
4806,MENTO_HUMAN,1
4807,MET14_HUMAN,1
4808,METK1_HUMAN,1
4809,METK2_HUMAN,1
4810,METL6_HUMAN,1
4811,MET_HUMAN,1
4812,MF2NB_HUMAN,1
4813,MFGM_HUMAN,1
4814,MGN2_HUMAN,1
4815,MIC60_HUMAN,1
4816,MICA2_HUMAN,1
4817,MIEAP_HUMAN,1
4818,MIER2_HUMAN,1
4819,MIO_HUMAN,1
4820,MIPT3_HUMAN,1
4821,MK15_HUMAN,1
4822,MKRN2_HUMAN,1
4823,MKS3_HUMAN,1
4824,MLEC_HUMAN,1
4825,MLXIP_HUMAN,1
4826,MLX_HUMAN,1
4827,MMAA_HUMAN,1
4828,MMGT1_HUMAN,1
4829,MMP14_HUMAN,1
4830,MMP23_HUMAN,1
4831,MMP28_HUMAN,1
4832,MMP3_HUMAN,1
4833,MMRN2_HUMAN,1
4834,MMSA_HUMAN,1
4835,MOB1A_HUMAN,1
4836,MOB1B_HUMAN,1
4837,MOC2B_HUMAN,1
4838,MOCS3_HUMAN,1
4839,MOFA1_HUMAN,1
4840,MOK_HUMAN,1
4841,MON1A_HUMAN,1
4842,MON2_HUMAN,1
4843,MP2K6_HUMAN,1
4844,MPCP_HUMAN,1
4845,MPND_HUMAN,1
4846,MPP7_HUMAN,1
4847,MPPB_HUMAN,1
4848,MPRD_HUMAN,1
4849,MPZL1_HUMAN,1
4850,MRCKA_HUMAN,1
4851,MREG_HUMAN,1
4852,MROH6_HUMAN,1
4853,MRP1_HUMAN,1
4854,MRP4_HUMAN,1
4855,MRRP1_HUMAN,1
4856,MRT4_HUMAN,1
4857,MRUPP_HUMAN,1
4858,MSH3_HUMAN,1
4859,MSH4_HUMAN,1
4860,MSI1H_HUMAN,1
4861,MSTO1_HUMAN,1
4862,MT1G_HUMAN,1
4863,MT1X_HUMAN,1
4864,MTCH1_HUMAN,1
4865,MTDC_HUMAN,1
4866,MTEF1_HUMAN,1
4867,MTF1_HUMAN,1
4868,MTG8_HUMAN,1
4869,MTMR5_HUMAN,1
4870,MTMR6_HUMAN,1
4871,MTMR7_HUMAN,1
4872,MTMR9_HUMAN,1
4873,MTMRB_HUMAN,1
4874,MTPN_HUMAN,1
4875,MTX2_HUMAN,1
4876,MUC18_HUMAN,1
4877,MXRA7_HUMAN,1
4878,MXRA8_HUMAN,1
4879,MY15B_HUMAN,1
4880,MYD88_HUMAN,1
4881,MYH11_HUMAN,1
4882,MYH7B_HUMAN,1
4883,MYH7_HUMAN,1
4884,MYL6B_HUMAN,1
4885,MYL6_HUMAN,1
4886,MYO10_HUMAN,1
4887,MYO19_HUMAN,1
4888,MYO1A_HUMAN,1
4889,MYO1C_HUMAN,1
4890,MYO1G_HUMAN,1
4891,MYO5B_HUMAN,1
4892,MYO5C_HUMAN,1
4893,MYO6_HUMAN,1
4894,MYO9A_HUMAN,1
4895,MYOM2_HUMAN,1
4896,MYOME_HUMAN,1
4897,MYPC3_HUMAN,1
4898,MYPR_HUMAN,1
4899,MYPT2_HUMAN,1
4900,MYT1L_HUMAN,1
4901,N4BP2_HUMAN,1
4902,NACAD_HUMAN,1
4903,NADL2_HUMAN,1
4904,NAGK_HUMAN,1
4905,NALP8_HUMAN,1
4906,NAT10_HUMAN,1
4907,NAV3_HUMAN,1
4908,NBR1_HUMAN,1
4909,NC336_HUMAN,1
4910,NCBP2_HUMAN,1
4911,NCF4_HUMAN,1
4912,NCK2_HUMAN,1
4913,NCKP1_HUMAN,1
4914,NCOA6_HUMAN,1
4915,NCOA7_HUMAN,1
4916,NCOAT_HUMAN,1
4917,NDF6_HUMAN,1
4918,NDST1_HUMAN,1
4919,NDUA4_HUMAN,1
4920,NDUS1_HUMAN,1
4921,NDUS3_HUMAN,1
4922,NDUS4_HUMAN,1
4923,NDUV3_HUMAN,1
4924,NEBU_HUMAN,1
4925,NECP2_HUMAN,1
4926,NEDD4_HUMAN,1
4927,NEDD8_HUMAN,1
4928,NEK10_HUMAN,1
4929,NEP1_HUMAN,1
4930,NET3_HUMAN,1
4931,NEUA_HUMAN,1
4932,NEUL4_HUMAN,1
4933,NEUR2_HUMAN,1
4934,NEUR3_HUMAN,1
4935,NEUR4_HUMAN,1
4936,NFAC4_HUMAN,1
4937,NFAT5_HUMAN,1
4938,NFIL3_HUMAN,1
4939,NGRN_HUMAN,1
4940,NHLC2_HUMAN,1
4941,NIN_HUMAN,1
4942,NIPA2_HUMAN,1
4943,NISCH_HUMAN,1
4944,NJMU_HUMAN,1
4945,NLGNY_HUMAN,1
4946,NMD3B_HUMAN,1
4947,NMRL1_HUMAN,1
4948,NMT2_HUMAN,1
4949,NNMT_HUMAN,1
4950,NO66_HUMAN,1
4951,NOC3L_HUMAN,1
4952,NOG1_HUMAN,1
4953,NOL12_HUMAN,1
4954,NOL3_HUMAN,1
4955,NOL4L_HUMAN,1
4956,NOL7_HUMAN,1
4957,NOP9_HUMAN,1
4958,NOS1_HUMAN,1
4959,NOTC3_HUMAN,1
4960,NOVA1_HUMAN,1
4961,NPDC1_HUMAN,1
4962,NPFF2_HUMAN,1
4963,NPHP4_HUMAN,1
4964,NPL4_HUMAN,1
4965,NPTX2_HUMAN,1
4966,NPW_HUMAN,1
4967,NR1D1_HUMAN,1
4968,NR2C1_HUMAN,1
4969,NR3L1_HUMAN,1
4970,NRBF2_HUMAN,1
4971,NRBP_HUMAN,1
4972,NRF1_HUMAN,1
4973,NRP1_HUMAN,1
4974,NSF_HUMAN,1
4975,NSUN5_HUMAN,1
4976,NT5C_HUMAN,1
4977,NUD10_HUMAN,1
4978,NUD11_HUMAN,1
4979,NUD13_HUMAN,1
4980,NUDC1_HUMAN,1
4981,NUDT4_HUMAN,1
4982,NUDT9_HUMAN,1
4983,NUF2_HUMAN,1
4984,NUFP1_HUMAN,1
4985,NUP85_HUMAN,1
4986,NUTM1_HUMAN,1
4987,NXF1_HUMAN,1
4988,NXPH2_HUMAN,1
4989,NYNRI_HUMAN,1
4990,O13H1_HUMAN,1
4991,O2AT4_HUMAN,1
4992,OAZ1_HUMAN,1
4993,OBSCN_HUMAN,1
4994,OBSL1_HUMAN,1
4995,ODB2_HUMAN,1
4996,ODFP4_HUMAN,1
4997,OFUT2_HUMAN,1
4998,OGFD2_HUMAN,1
4999,OGT1_HUMAN,1
5000,OLA1_HUMAN,1
5001,OOSP1_HUMAN,1
5002,OPA1_HUMAN,1
5003,OR1C1_HUMAN,1
5004,OR2G3_HUMAN,1
5005,OR4X1_HUMAN,1
5006,OR5DE_HUMAN,1
5007,ORC6_HUMAN,1
5008,OSMR_HUMAN,1
5009,OSTM1_HUMAN,1
5010,OTOAN_HUMAN,1
5011,OTUB2_HUMAN,1
5012,OXR1_HUMAN,1
5013,P20D2_HUMAN,1
5014,P20L1_HUMAN,1
5015,P2RX7_HUMAN,1
5016,P2Y12_HUMAN,1
5017,P4HA1_HUMAN,1
5018,P4K2B_HUMAN,1
5019,P5CS_HUMAN,1
5020,P5I13_HUMAN,1
5021,PA2G3_HUMAN,1
5022,PABP3_HUMAN,1
5023,PACN1_HUMAN,1
5024,PADI1_HUMAN,1
5025,PADI4_HUMAN,1
5026,PAF15_HUMAN,1
5027,PAG15_HUMAN,1
5028,PAK3_HUMAN,1
5029,PAL4A_HUMAN,1
5030,PAL4C_HUMAN,1
5031,PAL4G_HUMAN,1
5032,PALD_HUMAN,1
5033,PALM2_HUMAN,1
5034,PAP1L_HUMAN,1
5035,PAPD1_HUMAN,1
5036,PAR6A_HUMAN,1
5037,PARI_HUMAN,1
5038,PARP2_HUMAN,1
5039,PARP8_HUMAN,1
5040,PASK_HUMAN,1
5041,PCAT2_HUMAN,1
5042,PCD12_HUMAN,1
5043,PCD18_HUMAN,1
5044,PCD19_HUMAN,1
5045,PCDA2_HUMAN,1
5046,PCDA4_HUMAN,1
5047,PCDB8_HUMAN,1
5048,PCDG9_HUMAN,1
5049,PCH2_HUMAN,1
5050,PCLO_HUMAN,1
5051,PCSK7_HUMAN,1
5052,PCSK9_HUMAN,1
5053,PCTL_HUMAN,1
5054,PCX2_HUMAN,1
5055,PDC10_HUMAN,1
5056,PDE1B_HUMAN,1
5057,PDE3A_HUMAN,1
5058,PDE4C_HUMAN,1
5059,PDE7A_HUMAN,1
5060,PDE8A_HUMAN,1
5061,PDIP2_HUMAN,1
5062,PDXK_HUMAN,1
5063,PEBP4_HUMAN,1
5064,PEG3_HUMAN,1
5065,PEPD_HUMAN,1
5066,PER1_HUMAN,1
5067,PER3_HUMAN,1
5068,PERL_HUMAN,1
5069,PEX1_HUMAN,1
5070,PEX5R_HUMAN,1
5071,PFD1_HUMAN,1
5072,PFD4_HUMAN,1
5073,PFKAM_HUMAN,1
5074,PGAM5_HUMAN,1
5075,PGBD2_HUMAN,1
5076,PGCB_HUMAN,1
5077,PHF12_HUMAN,1
5078,PHLP2_HUMAN,1
5079,PHP14_HUMAN,1
5080,PHX2A_HUMAN,1
5081,PI3R5_HUMAN,1
5082,PIAS2_HUMAN,1
5083,PIAS4_HUMAN,1
5084,PICAL_HUMAN,1
5085,PICK1_HUMAN,1
5086,PIF1_HUMAN,1
5087,PIGB_HUMAN,1
5088,PIGO_HUMAN,1
5089,PIHD1_HUMAN,1
5090,PIN1_HUMAN,1
5091,PIR_HUMAN,1
5092,PK1IP_HUMAN,1
5093,PK3CD_HUMAN,1
5094,PK3CG_HUMAN,1
5095,PKDRE_HUMAN,1
5096,PKH4B_HUMAN,1
5097,PKHA3_HUMAN,1
5098,PKHF2_HUMAN,1
5099,PKHG7_HUMAN,1
5100,PKHJ1_HUMAN,1
5101,PKHM2_HUMAN,1
5102,PKHM3_HUMAN,1
5103,PKHN1_HUMAN,1
5104,PKHS1_HUMAN,1
5105,PKNX1_HUMAN,1
5106,PLAP_HUMAN,1
5107,PLB1_HUMAN,1
5108,PLCB2_HUMAN,1
5109,PLCB4_HUMAN,1
5110,PLCD1_HUMAN,1
5111,PLOD2_HUMAN,1
5112,PLPL1_HUMAN,1
5113,PLPL3_HUMAN,1
5114,PLPL5_HUMAN,1
5115,PLPL6_HUMAN,1
5116,PLPL8_HUMAN,1
5117,PLRG1_HUMAN,1
5118,PLSI_HUMAN,1
5119,PLXB3_HUMAN,1
5120,PMS1_HUMAN,1
5121,PNMA5_HUMAN,1
5122,PNRC1_HUMAN,1
5123,PO5F1_HUMAN,1
5124,PO5F2_HUMAN,1
5125,POC5_HUMAN,1
5126,POGK_HUMAN,1
5127,POTEI_HUMAN,1
5128,PP1B_HUMAN,1
5129,PP1G_HUMAN,1
5130,PP2AB_HUMAN,1
5131,PP2BB_HUMAN,1
5132,PP4R4_HUMAN,1
5133,PPAC_HUMAN,1
5134,PPAP_HUMAN,1
5135,PPBT_HUMAN,1
5136,PPCEL_HUMAN,1
5137,PPCE_HUMAN,1
5138,PPIL1_HUMAN,1
5139,PPM1J_HUMAN,1
5140,PPP6_HUMAN,1
5141,PPR3A_HUMAN,1
5142,PQBP1_HUMAN,1
5143,PRA20_HUMAN,1
5144,PRAME_HUMAN,1
5145,PRDBP_HUMAN,1
5146,PRI1_HUMAN,1
5147,PRKN2_HUMAN,1
5148,PRLD2_HUMAN,1
5149,PROL4_HUMAN,1
5150,PROM1_HUMAN,1
5151,PRP16_HUMAN,1
5152,PRR14_HUMAN,1
5153,PRRC1_HUMAN,1
5154,PRRT4_HUMAN,1
5155,PRS23_HUMAN,1
5156,PRS35_HUMAN,1
5157,PRSR1_HUMAN,1
5158,PRUNE_HUMAN,1
5159,PSAL_HUMAN,1
5160,PSB6_HUMAN,1
5161,PSB8_HUMAN,1
5162,PSD12_HUMAN,1
5163,PSD13_HUMAN,1
5164,PSDE_HUMAN,1
5165,PSF1_HUMAN,1
5166,PSF2_HUMAN,1
5167,PSMD7_HUMAN,1
5168,PSMG1_HUMAN,1
5169,PTGR1_HUMAN,1
5170,PTN11_HUMAN,1
5171,PTPRJ_HUMAN,1
5172,PTTG2_HUMAN,1
5173,PTTG_HUMAN,1
5174,PUR8_HUMAN,1
5175,PURA1_HUMAN,1
5176,PUS10_HUMAN,1
5177,PVRL2_HUMAN,1
5178,PVRL4_HUMAN,1
5179,PX11A_HUMAN,1
5180,PXDC2_HUMAN,1
5181,PYGB_HUMAN,1
5182,PYGL_HUMAN,1
5183,PYRD1_HUMAN,1
5184,PYRG2_HUMAN,1
5185,PZRN3_HUMAN,1
5186,QCR2_HUMAN,1
5187,QCR6_HUMAN,1
5188,QCR7_HUMAN,1
5189,QSOX1_HUMAN,1
5190,R39L5_HUMAN,1
5191,R3HC1_HUMAN,1
5192,R3HD1_HUMAN,1
5193,R51A2_HUMAN,1
5194,RA54B_HUMAN,1
5195,RAB14_HUMAN,1
5196,RAB15_HUMAN,1
5197,RAB18_HUMAN,1
5198,RAB1B_HUMAN,1
5199,RAB31_HUMAN,1
5200,RAB32_HUMAN,1
5201,RAB35_HUMAN,1
5202,RAB5B_HUMAN,1
5203,RAB6A_HUMAN,1
5204,RABE2_HUMAN,1
5205,RAC3_HUMAN,1
5206,RAD50_HUMAN,1
5207,RAD51_HUMAN,1
